meal_id,name,description,cuisines,calories,price,premium_fee,meat_type,chef_id,chef_name,is_celebrity_chef,rating,review_count,stock,in_stock,specifications,ingredients,url,image_url,image_path,category_id,feature,banner_pic,weight,warning,sidedish
9885,Jerk Flank Steak,with Coconut Cassava,,620,0.0,0.0,Beef,24569,Chris Massiah,False,4.4255,47.0,29,True,Spicy|High Protein|Dairy Free|Contains Nuts,Bay Leaf|Lime Juice|Hot Jerk Sauce|Apple Cider Vinegar|Black Pepper|Kosher Salt|Habanero Peppers|Red Onion|Canola and Olive Oil Blend|Garlic|BBQ Sauce|Jerk Sauce|Yuca Cassava|Flank Steak|Red Cabbage|Coconut Milk|Italian Parsley,https://www.cookunity.com/meals/massiah-jerk-steak-with-cassava,https://www.cookunity.com/meal-service/meals/5230/main_image/5230_Chris_Massiah_Jerk_Steak_4816.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/2/medias/icons/chris-massiah.jpg,11,,
7217,Fable ® Mushroom Shawarma,with Pickled Cabbage & Couscous,middle-eastern,910,0.0,0.0,Vegetarian,84067,Einat Admony,False,4.3365,205.0,241,True,High Fat|Vegetarian|Dairy Free|Contains Nuts|Pescatarian Diet|Great for Lunch,"Italian Parsley|Turmeric|Cumin|Kosher Salt|Sugar|Spice, Shawarma Mix|Honey|Amba Powder|White Vinegar|Orange Juice|Onion|Vegan Mayonnaise|Canned Chickpeas|Red Cabbage|Mushroom Fable|Black Pepper|Israeli Couscous|Extra Virgin Olive Oil|Paprika",https://www.cookunity.com/meals/admofable-mushroom-shawarma-reboot,https://www.cookunity.com/media/catalog/product/cache/x1200/i/d/id_einat-admony_fable-mushroom-shawarma-over-pearl-couscous-ny.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/19/medias/icons/einat-admony.jpg,11,,
7569,Spicy Drunken Noodle-Style Linguine with Shrimp,and Thai Basil,"asian, thai",740,0.0,0.0,Shrimp,831504,Hong Thaimee,False,4.504,2856.0,122,True,Spicy|Pescatarian Diet|High Protein|Dairy Free|Nut Free,Garlic|Thai Red Peppers|Thai Basil|Kale|Linguine|Shrimp|Pad Kee Mao Sauce|Oyster Sauce|Canola and Olive Oil Blend|Canola Oil|Kosher Salt,https://www.cookunity.com/meals/thaimee-spicy-linguini-“pad-kee-mao”-shrimp,https://www.cookunity.com/meal-service/meals/2869/main_image/ID_Hong_Thaimee_Linguinni_Pad_Kee_Mao_Shrimp_WB-0673.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/100/medias/icons/1697728332182-ICON.jpeg,11,,
6633,Chicken Tinga Quesadilla,with Pico de Gallo & Chile-Lime Crema,"latin-american, mexican",780,1.0,0.0,Chicken,685455,Ivy Stark,False,4.322,1271.0,384,True,High Fat|High Protein|Nut Free|Great for Lunch,"Bay Leaf|Kosher Salt|Serrano Peppers|Jalapeno Peppers|Mexican Oregano|Canola and Olive Oil Blend|Lime Juice|Cilantro|Spice, Tajin|Garlic|Red Onion|Light Brown Sugar|Chipotle in Adobo|Apple Cider Vinegar|Plum Tomato|Cotija Cheese|Sour Cream|Onion|Chicken Thigh|Flour Tortilla|Chihuahua Cheese|Chicken Breast|Tomato Puree",https://www.cookunity.com/meals/stark-chicken-quesadilla,https://www.cookunity.com/media/catalog/product/cache/x1200/c/h/chicken_tinga_quesadilla_-_stark.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/87/medias/icons/Ivy-Stark-closeup-1080@3x.jpg,11,,
9735,Rustic Humita with Butternut Squash,and Curry Roasted Vegetables,latin-american,440,0.0,0.0,Vegetarian,401814,Maia Bengochea,False,4.151,106.0,85,True,Less Than 600 calories|Vegetarian|Soy Free|Gluten Free|Nut Free|Pescatarian Diet|Clean Eating|Green Eating,"Kosher Salt|Curry Powder|Salt, Garlic|Basil|Mozzarella Cheese|Parmesan Cheese|Broccoli |Canned Corn|Garam Masala|Extra Virgin Olive Oil|Cauliflower|Red Cabbage|Butternut Squash|Sour Cream",https://www.cookunity.com/meals/bengochea-rustic-humita-butternut-squash,https://www.cookunity.com/meal-service/meals/4763/main_image/4763_Maia_Bengochea_Rustic_Humita_Butternut_Squash_4281.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/68/medias/icons/maia-bengochea.jpg,11,,
9327,Chicken & Rainbow Quinoa Salad,with Caramelized Onion Vinaigrette,latin-american,900,0.0,0.0,Chicken,401814,Maia Bengochea,False,4.4665,855.0,331,True,High Protein|Mediterranean Diet|Soy Free|Gluten Free|Dairy Free|Contains Nuts|Great for Lunch,Garlic|Rosemary|Garam Masala|Ginger|Kosher Salt|Almonds|Dried Cranberries|Orange Juice|Honey|Red Onion|Extra Virgin Olive Oil|Tri-color Quinoa|Balsamic Vinegar|Kale|Chicken Breast|Butternut Squash,https://www.cookunity.com/meals/bengochea-new-packaging-chicken-rainbow-quinoa-salad,https://www.cookunity.com/meal-service/meals/4702/main_image/1739_Maia_Bengochea_Chicken_Rainbow_Quinoa_Salad_0295.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/68/medias/icons/maia-bengochea.jpg,11,,
3477,Spicy Chicken Tenders,with Truffle Roasted Potatoes ,american,1120,14.8,0.0,Chicken,6982,Ruben Garcia,False,4.4145,3396.0,301,True,High Fat|Spicy|High Protein|Nut Free,Kosher Salt|Old Bay Seasoning|Black Pepper|Ginger Powder|Cayenne Powder|Garlic Powder|Curry Powder|Onion Powder|All Purpose Flour|Truffle Oil|Whole Grain Mustard|Canola Oil|Mayonnaise|Maple Syrup|Chicken Breast|Rosemary|Buttermilk|Egg|Potato|Paprika,https://www.cookunity.com/meals/spicy-chicken-tenders,https://www.cookunity.com/media/catalog/product/cache/x1200/s/p/spicy-chicken-tenders-ruben.jpeg,,3,,https://www.cookunity.com/chef-service/chef-brands/14/medias/icons/ruben-garcia.jpg,11,,
4541,Jerked Blackened Chicken Rasta Pasta,,american,760,14.8,0.0,Chicken,190729,Pat LaFrieda,True,4.342,3261.0,473,True,High Protein|Nut Free,Kosher Salt|Black Pepper|Garlic Powder|Garlic|Heavy Cream|Red Bell Pepper|Penne|Yellow Bell Pepper|Chicken Breast|Green Bell Pepper|Onion|Whole Milk|Chicken Base|All Purpose Flour|Butter|Parmesan Cheese|Canola and Olive Oil Blend|Hot Jerk Sauce|Allspice|Worcestershire Sauce,https://www.cookunity.com/meals/jerked-blackened-chicken,https://www.cookunity.com/media/catalog/product/cache/x1200/j/e/jerkedblackenedchicken-pat.jpeg,,3,,https://www.cookunity.com/chef-service/chef-brands/49/medias/icons/pat-lafrieda.jpg,11,,
9803,Grilled Chicken Bulgur Bowl,with Cicik (Cucumber-Dill Yogurt),middle-eastern,550,0.0,0.0,Chicken,928165,Ahmet Kiranbay,False,4.2575,136.0,228,True,High Protein|Less Than 600 calories|Soy Free|Nut Free|GLP-1|Energy Boost,"Tomato Paste|Cayenne Powder|Black Pepper|Cumin|Lemon Juice|Garlic|Corn Starch|Feta Cheese|Kosher Salt|Dill|Extra Virgin Olive Oil|Tahini Paste|Lemon|Pomegranate Molasses|Cucumber|Greek Yogurt|Canned Chickpeas|Cherry Tomato|Allspice|Chicken Thigh|Kale|Paprika|Grain, Wheat, Bulgar|Zucchini|Red Bell Pepper|Red Onion",https://www.cookunity.com/meals/kiranbay-chicken-kebab-and-bulgur-bowl,https://www.cookunity.com/meal-service/meals/3850/main_image/3850_Ahmet_Kiranbay_Chicken_Kebab_Bowl_4047-37.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/111/medias/icons/icon.jpeg,11,,
3559,Shrimp Fra Diavolo,,"european, italian",540,15.1,0.0,Shrimp,81256,John DeLucie,False,4.503,4322.0,489,True,High Protein|Low Fat|Less Than 600 calories|Pescatarian Diet|Spicy|Soy Free|Dairy Free|Nut Free,"Black Pepper|Kosher Salt|Crushed Red Pepper|Italian Parsley|Garlic|Extra Virgin Olive Oil|Basil|Spaghetti|Onion|Shrimp|Veg, Tomatoes, Whole, Canned, Italian|Cherry Tomato|Canola and Olive Oil Blend",https://www.cookunity.com/meals/shrimp-fra-diavolo,https://www.cookunity.com/media/catalog/product/cache/x1200/s/h/shrimp-fra-diavolo-johndl.jpeg,,3,,https://www.cookunity.com/chef-service/chef-brands/31/medias/icons/john-delucie.jpg,11,,
1769,South Indian Style Chicken Curry,with Basmati Rice,indian,850,14.8,0.0,Chicken,44841,Meena Sreenivas,False,4.3525,1569.0,365,True,High Fat|High Protein|Spicy|Soy Free|Contains Nuts|Dairy Free|Gluten Free|Energy Boost,Kosher Salt|Turmeric|Mustard Seeds|Coriander|Coconut Oil|Plum Tomato|Thai Green Peppers|Garam Masala|Basmati Rice|Curry Leaf|Coconut Milk|Potato|Chicken Thigh|Cayenne Powder|Chile de Arbol|Ginger|Garlic|Onion|Canola and Olive Oil Blend|Garlic Powder|Curry Leaf|Garlic Powder|Turmeric|Coriander|Cayenne Powder|Chile de Arbol|Garam Masala|Kosher Salt|Ginger|Garlic|Thai Green Peppers|Mustard Seeds|Canola and Olive Oil Blend|Coconut Oil|Onion|Coconut Milk|Potato|Basmati Rice|Plum Tomato|Chicken Thigh,https://www.cookunity.com/meals/south-indian-style-chicken-curry,https://www.cookunity.com/media/catalog/product/cache/x1200/m/e/meena-south-indian-chicken-curry.jpeg,,3,,https://www.cookunity.com/chef-service/chef-brands/5/medias/icons/meena-sreenivas.jpg,11,,
8983,Jerk Marinated Tofu Bowl,with Roasted Cauliflower & Yellow Rice ,caribbean,760,0.0,0.0,Vegan,1113342,Andrew  Corrigan,False,4.2805,82.0,221,True,Spicy|Vegan|Gluten Free|Dairy Free|Contains Nuts|Vegetarian|Pescatarian Diet|Great for Lunch,Bay Leaf|Star Anise|Cinnamon Stick|Turmeric|Italian Parsley|Sugar|Rice Vinegar|Kosher Salt|Garlic|Canola and Olive Oil Blend|White Vinegar|Coconut Oil|Coconut Milk|Fresno Peppers|Thai Red Peppers|Sweet Chili Sauce|Jasmine Rice|Green Onion|Cauliflower|Hot Jerk Sauce|Tofu,https://www.cookunity.com/meals/corrigan-jerk-marinated-tofu-bowl,https://www.cookunity.com/meal-service/meals/4262/main_image/CU_Hungry_House_Jerk_Marinated_Tofu_Bowl_0016.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/143/medias/icons/closeup-1080%202.jpg,11,,
9737,Napolitana Chicken Milanese,with Mashed Scallion Potatoes,latin-american,870,0.0,0.0,Chicken,401814,Maia Bengochea,False,4.2375,181.0,62,True,High Protein|Soy Free|Nut Free|Energy Boost,"Oregano|Black Pepper|Kosher Salt|Extra Virgin Olive Oil|Whole Grain Mustard|Butter|Canola Oil|Egg|Heavy Cream|Whole Milk|Green Onion|Mozzarella Cheese|Panko Breadcrumbs|Yukon Potatoes|Chicken Breast|Thyme|Italian Parsley|Salt, Garlic|Oat Flour|Cherry Tomato",https://www.cookunity.com/meals/bengochea-napolitana-chicken-breast-milanese,https://www.cookunity.com/meal-service/meals/4764/main_image/4764_Maia_Bengochea_Napolitana_Chicken_Breast_Milanese_4211.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/68/medias/icons/maia-bengochea.jpg,11,,
6973,Potato & Peas Samosa,with Mango Chutney and Arugula Salad,indian,520,1.0,0.0,Vegetarian,604497,Aarthi Sampath,False,4.332,479.0,415,True,High Fat|Less Than 600 calories|Vegetarian|Nut Free|Pescatarian Diet|Green Eating,Citric Acid|Garlic Powder|Turmeric|Coriander Seeds|Cumin|Lemon Juice|Chaat Masala|Espelette Pepper |Kosher Salt|Ginger|Cilantro|Lime Juice|Sugar|Onion|Greek Yogurt|Mango Puree|Peas|Potato|Vegan Puff Pastry|Carom Seeds |Arugula|Curry Leaf|Avocado Oil|Cherry Tomato,https://www.cookunity.com/meals/sampath-potato-peas-samosa,https://www.cookunity.com/meal-service/meals/2192/main_image/ID_Aarthi-Sampath_Potato-Pea-Samosaz_WB_lowres.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/78/medias/icons/aarthi-sampath.jpg,11,,
9629,Puerto Rican Sazon Shrimp Stew,with Orzo ,latin-american,550,0.0,0.0,Shrimp,119072,Anthony Nichols,True,4.0,301.0,256,True,High Protein|Less Than 600 calories|Pescatarian Diet|Nut Free,Kosher Salt|Extra Virgin Olive Oil|Cilantro|Canola and Olive Oil Blend|Lime|Shrimp Base|Celery|Red Bell Pepper|Sofrito|Onion|Garlic|Orzo|Shrimp|Avocado Oil|Black Pepper|Tabasco Sauce|Canola Oil|Garlic Powder|Onion Powder,https://www.cookunity.com/meals/nichols-puerto-rican-shrimp-stew---reboot,https://www.cookunity.com/meal-service/meals/4432/main_image/504_Anthony_Nichols_Puerto_Rican_Stew_Shrimp_0968.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/16/medias/icons/anthony-nichols.jpg,11,,
6157,Black Bean Burrito Bowl,with Cilantro-Lime Rice & Mexican Street Corn,"latin-american, mexican",520,1.0,0.0,Vegan,60698,Emily Peck,False,4.223,718.0,573,True,Low Sodium|Less Than 600 calories|Mediterranean Diet|Vegetarian|Vegan|Soy Free|Contains Nuts|Gluten Free|Dairy Free|Pescatarian Diet|Great for Lunch,Bay Leaf|Lime|Black Pepper|Kosher Salt|Lemon Juice|Cumin|Himalayan Pink Salt|Paprika|Garlic|Jalapeno Peppers|Chives|Extra Virgin Olive Oil|Pumpkin Seeds|Cashews|Red Bell Pepper|Vegan Feta|Coconut Yogurt|Cilantro|Red Onion|Lime Juice|Canned Black Beans|Basmati Rice|Corn|Kale|Avocado,https://www.cookunity.com/meals/peck-black-bean-burrito-bowl-reboot,https://www.cookunity.com/media/catalog/product/cache/x1200/b/l/black_bean_burrito_bowl_with_mexican_street_corn_reboot_-_peck.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/10/medias/icons/emily-peck.jpg,11,,
9425,Cheesy Brisket Quesadillas,with Salsa Tatemada & Crema,"latin-american, mexican",970,0.0,2.99,Beef,187717,Santiago Lopez,False,4.426,169.0,142,True,High Protein|Nut Free|Great for Lunch,Oregano|Cinnamon|Clove|Bay Leaf|Chile de Arbol|Sugar|Oregano|Thyme|Cumin|Marjoram|Apple Cider Vinegar|Ancho Powder|Pasilla Pepper Powder|Garlic|White Wine Vinegar|Kosher Salt|Chicken Base|Canola Oil|Guajillo Chile|Jalapeno Peppers|Carrots|Red Onion|Mozzarella Cheese|Oaxacan Cheese|Cabbage|Onion|Canned Tomato|Canned Tomato|Beef Brisket|Dried Morita Chile|Black Pepper|Mexican Crema|Flour Tortilla,https://www.cookunity.com/meals/lopez-beef-barbacoa-carne-asada-mexican-quesadilla,https://www.cookunity.com/meal-service/meals/4458/main_image/4458_Santiago_Lopez_Beef_Barbacoa_Carne_Asada_Mexican_Quesadilla_0960.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/50/medias/icons/santiago-lopez.jpg,11,,
8005,Hoisin-Glazed Mushrooms,with Roasted Brussels Sprouts,asian,480,0.0,0.0,Vegan,198046,Soulayphet Schwader,True,4.263,95.0,317,True,Less Than 600 calories|Spicy|Vegan|Dairy Free|Nut Free|Vegetarian|Pescatarian Diet,Kosher Salt|Canola Oil|Black Pepper|Gluten Free Tamari|Ginger|Green Onion|Sweet Chili Sauce|Canola and Olive Oil Blend|Jasmine Rice|Hoisin Sauce|Brussel Sprouts|Buttom Mushroom,https://www.cookunity.com/meals/schwader-hoisin-glazed-mushrooms-&-brussels-sprouts,https://www.cookunity.com/meal-service/meals/3013/main_image/ID_Phet-Schwader_Hoisin-glazed-mushrooms-brussels-sprouts_WB_lowres.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/53/medias/icons/soulayphet-schwader.jpg,11,,
10061,Rigatoni Cacio e Pepe,by Ambra Restaurant,"european, italian",850,0.0,0.0,Vegetarian,81256,John DeLucie,False,4.1915,167.0,253,True,Vegetarian|High Protein|Low Sugar|Soy Free|Nut Free|Pescatarian Diet,Black Pepper|Kosher Salt|Black Pepper|American Grana Cheese|Canola and Olive Oil Blend|Heavy Cream|Parmesan Cheese|Rigatoni,https://www.cookunity.com/meals/delucie-rigatoni-cacio-e-pepe---ambra,https://www.cookunity.com/meal-service/meals/5656/main_image/5656_2_John_DeLucie_Paccheri_Cacio_e_Pepe_Restaurant_Exclusives_5546.jpg,,3,,https://www.cookunity.com/chef-service/chef-brands/31/medias/icons/john-delucie.jpg,11,,
3355,Quinoa and Veggie Enchiladas,with Arroz Moro (Cuban Rice & Beans),"latin-american, mexican",840,13.3,0.0,Vegetarian,95787,Jose Garces,True,4.639,2910.0,651,True,High Fat|Vegetarian|Spicy|Gluten Free|Nut Free|Pescatarian Diet,Oregano|Kosher Salt|Cumin|Chipotle in Adobo|Oaxacan Cheese|Pepperjack Cheese|Garlic|Kale|Onion|Cream Cheese|Corn|Tri-color Quinoa|Jalapeno Peppers|Heavy Cream|Poblano Peppers |Canned Black Beans|Corn Tortilla|Cotija Cheese|Cilantro|Red Bell Pepper|Plum Tomato|Vegetable Base|Canola and Olive Oil Blend|Canned Tomato|Monosodium Glutamate|Cayenne Powder|Lemon Juice|Extra Virgin Olive Oil|Basmati Rice|White Cheddar Cheese,https://www.cookunity.com/meals/quinoa-veggie-enchiladas,https://www.cookunity.com/media/catalog/product/cache/x1200/n/b/nb8epqfg.jpeg,,3,,https://www.cookunity.com/chef-service/chef-brands/27/medias/icons/jose-garces.jpg,11,,
